date,quarter,borough,metric,metric_value
1/1/2018,Q4_1718,Hammersmith and Fulham,Fair treatment,0.83
4/1/2018,Q1_1819,Hammersmith and Fulham,Fair treatment,0.8
7/1/2018,Q2_1819,Hammersmith and Fulham,Fair treatment,0.77
10/1/2018,Q3_1819,Hammersmith and Fulham,Fair treatment,0.74
1/1/2019,Q4_1819,Hammersmith and Fulham,Fair treatment,0.74
4/1/2019,Q1_1920,Hammersmith and Fulham,Fair treatment,0.73
7/1/2019,Q2_1920,Hammersmith and Fulham,Fair treatment,0.73
10/1/2019,Q3_1920,Hammersmith and Fulham,Fair treatment,0.78
1/1/2020,Q4_1920,Hammersmith and Fulham,Fair treatment,0.79
4/1/2020,Q1_2021,Hammersmith and Fulham,Fair treatment,0.78
7/1/2020,Q2_2021,Hammersmith and Fulham,Fair treatment,0.77
10/1/2020,Q3_2021,Hammersmith and Fulham,Fair treatment,0.72
1/1/2021,Q4_2021,Hammersmith and Fulham,Fair treatment,0.67
4/1/2021,Q1_2122,Hammersmith and Fulham,Fair treatment,0.69
7/1/2021,Q2_2122,Hammersmith and Fulham,Fair treatment,0.67
10/1/2021,Q3_2122,Hammersmith and Fulham,Fair treatment,0.68
1/1/2022,Q4_2122,Hammersmith and Fulham,Fair treatment,0.63
4/1/2022,Q1_2223,Hammersmith and Fulham,Fair treatment,0.62
7/1/2022,Q2_2223,Hammersmith and Fulham,Fair treatment,0.61
10/1/2022,Q3_2223,Hammersmith and Fulham,Fair treatment,0.56
1/1/2023,Q4_2223,Hammersmith and Fulham,Fair treatment,0.62
4/1/2023,Q1_2324,Hammersmith and Fulham,Fair treatment,0.59
7/1/2023,Q2_2324,Hammersmith and Fulham,Fair treatment,0.59
10/1/2023,Q3_2324,Hammersmith and Fulham,Fair treatment,0.61
1/1/2024,Q4_2324,Hammersmith and Fulham,Fair treatment,0.63
4/1/2024,Q1_2425,Hammersmith and Fulham,Fair treatment,0.64
7/1/2024,Q2_2425,Hammersmith and Fulham,Fair treatment,0.64
10/1/2024,Q3_2425,Hammersmith and Fulham,Fair treatment,0.64
1/1/2025,Q4_2425,Hammersmith and Fulham,Fair treatment,0.62
4/1/2025,Q1_2526,Hammersmith and Fulham,Fair treatment,0.64
7/1/2025,Q2_2526,Hammersmith and Fulham,Fair treatment,0.67
10/1/2025,Q3_2526,Hammersmith and Fulham,Fair treatment,0.64
1/1/2026,Q4_2526,Hammersmith and Fulham,Fair treatment,0.64
10/1/2014,Q3_1415,Haringey,Good job,0.66
1/1/2015,Q4_1415,Haringey,Good job,0.65
4/1/2015,Q1_1516,Haringey,Good job,0.57
7/1/2015,Q2_1516,Haringey,Good job,0.57
10/1/2015,Q3_1516,Haringey,Good job,0.54
1/1/2016,Q4_1516,Haringey,Good job,0.55
4/1/2016,Q1_1617,Haringey,Good job,0.59
7/1/2016,Q2_1617,Haringey,Good job,0.6
10/1/2016,Q3_1617,Haringey,Good job,0.66
1/1/2017,Q4_1617,Haringey,Good job,0.63
4/1/2017,Q1_1718,Haringey,Good job,0.6
7/1/2017,Q2_1718,Haringey,Good job,0.61
10/1/2017,Q3_1718,Haringey,Good job,0.55
1/1/2018,Q4_1718,Haringey,Good job,0.55
4/1/2018,Q1_1819,Haringey,Good job,0.52
7/1/2018,Q2_1819,Haringey,Good job,0.49
10/1/2018,Q3_1819,Haringey,Good job,0.51
1/1/2019,Q4_1819,Haringey,Good job,0.49
4/1/2019,Q1_1920,Haringey,Good job,0.5
7/1/2019,Q2_1920,Haringey,Good job,0.52
10/1/2019,Q3_1920,Haringey,Good job,0.48
1/1/2020,Q4_1920,Haringey,Good job,0.46
4/1/2020,Q1_2021,Haringey,Good job,0.48
7/1/2020,Q2_2021,Haringey,Good job,0.48
10/1/2020,Q3_2021,Haringey,Good job,0.5
1/1/2021,Q4_2021,Haringey,Good job,0.55
4/1/2021,Q1_2122,Haringey,Good job,0.53
7/1/2021,Q2_2122,Haringey,Good job,0.51
10/1/2021,Q3_2122,Haringey,Good job,0.5
1/1/2022,Q4_2122,Haringey,Good job,0.49
4/1/2022,Q1_2223,Haringey,Good job,0.49
7/1/2022,Q2_2223,Haringey,Good job,0.5
10/1/2022,Q3_2223,Haringey,Good job,0.49
1/1/2023,Q4_2223,Haringey,Good job,0.46
4/1/2023,Q1_2324,Haringey,Good job,0.44
7/1/2023,Q2_2324,Haringey,Good job,0.41
10/1/2023,Q3_2324,Haringey,Good job,0.4
1/1/2024,Q4_2324,Haringey,Good job,0.41
4/1/2024,Q1_2425,Haringey,Good job,0.41
7/1/2024,Q2_2425,Haringey,Good job,0.43
10/1/2024,Q3_2425,Haringey,Good job,0.46
1/1/2025,Q4_2425,Haringey,Good job,0.44
4/1/2025,Q1_2526,Haringey,Good job,0.45
7/1/2025,Q2_2526,Haringey,Good job,0.44
10/1/2025,Q3_2526,Haringey,Good job,0.41
1/1/2026,Q4_2526,Haringey,Good job,0.43
1/1/2016,Q4_1516,Haringey,Trust MPS,0.82
4/1/2016,Q1_1617,Haringey,Trust MPS,0.85
7/1/2016,Q2_1617,Haringey,Trust MPS,0.86
10/1/2016,Q3_1617,Haringey,Trust MPS,0.88
1/1/2017,Q4_1617,Haringey,Trust MPS,0.88
4/1/2017,Q1_1718,Haringey,Trust MPS,0.84
7/1/2017,Q2_1718,Haringey,Trust MPS,0.81
10/1/2017,Q3_1718,Haringey,Trust MPS,0.78
1/1/2018,Q4_1718,Haringey,Trust MPS,0.75
4/1/2018,Q1_1819,Haringey,Trust MPS,0.75
7/1/2018,Q2_1819,Haringey,Trust MPS,0.74
10/1/2018,Q3_1819,Haringey,Trust MPS,0.74
1/1/2019,Q4_1819,Haringey,Trust MPS,0.74
4/1/2019,Q1_1920,Haringey,Trust MPS,0.76
7/1/2019,Q2_1920,Haringey,Trust MPS,0.77
10/1/2019,Q3_1920,Haringey,Trust MPS,0.74
1/1/2020,Q4_1920,Haringey,Trust MPS,0.77
4/1/2020,Q1_2021,Haringey,Trust MPS,0.77
7/1/2020,Q2_2021,Haringey,Trust MPS,0.78
10/1/2020,Q3_2021,Haringey,Trust MPS,0.8
1/1/2021,Q4_2021,Haringey,Trust MPS,0.78
4/1/2021,Q1_2122,Haringey,Trust MPS,0.75
7/1/2021,Q2_2122,Haringey,Trust MPS,0.73
10/1/2021,Q3_2122,Haringey,Trust MPS,0.7
1/1/2022,Q4_2122,Haringey,Trust MPS,0.68
4/1/2022,Q1_2223,Haringey,Trust MPS,0.68
7/1/2022,Q2_2223,Haringey,Trust MPS,0.67
10/1/2022,Q3_2223,Haringey,Trust MPS,0.67
1/1/2023,Q4_2223,Haringey,Trust MPS,0.66
4/1/2023,Q1_2324,Haringey,Trust MPS,0.62
7/1/2023,Q2_2324,Haringey,Trust MPS,0.59
10/1/2023,Q3_2324,Haringey,Trust MPS,0.59
1/1/2024,Q4_2324,Haringey,Trust MPS,0.57
4/1/2024,Q1_2425,Haringey,Trust MPS,0.58
7/1/2024,Q2_2425,Haringey,Trust MPS,0.64
10/1/2024,Q3_2425,Haringey,Trust MPS,0.68
1/1/2025,Q4_2425,Haringey,Trust MPS,0.72
4/1/2025,Q1_2526,Haringey,Trust MPS,0.74
7/1/2025,Q2_2526,Haringey,Trust MPS,0.74
10/1/2025,Q3_2526,Haringey,Trust MPS,0.69
1/1/2026,Q4_2526,Haringey,Trust MPS,0.69
10/1/2014,Q3_1415,Haringey,Fair treatment,0.78
1/1/2015,Q4_1415,Haringey,Fair treatment,0.77
4/1/2015,Q1_1516,Haringey,Fair treatment,0.73
7/1/2015,Q2_1516,Haringey,Fair treatment,0.7
10/1/2015,Q3_1516,Haringey,Fair treatment,0.69
1/1/2016,Q4_1516,Haringey,Fair treatment,0.69
4/1/2016,Q1_1617,Haringey,Fair treatment,0.71
7/1/2016,Q2_1617,Haringey,Fair treatment,0.75
10/1/2016,Q3_1617,Haringey,Fair treatment,0.77
1/1/2017,Q4_1617,Haringey,Fair treatment,0.78
4/1/2017,Q1_1718,Haringey,Fair treatment,0.72
7/1/2017,Q2_1718,Haringey,Fair treatment,0.68
10/1/2017,Q3_1718,Haringey,Fair treatment,0.62
1/1/2018,Q4_1718,Haringey,Fair treatment,0.59
4/1/2018,Q1_1819,Haringey,Fair treatment,0.59
7/1/2018,Q2_1819,Haringey,Fair treatment,0.6
10/1/2018,Q3_1819,Haringey,Fair treatment,0.61
1/1/2019,Q4_1819,Haringey,Fair treatment,0.63
4/1/2019,Q1_1920,Haringey,Fair treatment,0.64
7/1/2019,Q2_1920,Haringey,Fair treatment,0.63
10/1/2019,Q3_1920,Haringey,Fair treatment,0.61
1/1/2020,Q4_1920,Haringey,Fair treatment,0.58
4/1/2020,Q1_2021,Haringey,Fair treatment,0.61
7/1/2020,Q2_2021,Haringey,Fair treatment,0.63
10/1/2020,Q3_2021,Haringey,Fair treatment,0.66
1/1/2021,Q4_2021,Haringey,Fair treatment,0.66
4/1/2021,Q1_2122,Haringey,Fair treatment,0.66
7/1/2021,Q2_2122,Haringey,Fair treatment,0.63
10/1/2021,Q3_2122,Haringey,Fair treatment,0.57
1/1/2022,Q4_2122,Haringey,Fair treatment,0.56
4/1/2022,Q1_2223,Haringey,Fair treatment,0.53
7/1/2022,Q2_2223,Haringey,Fair treatment,0.53
10/1/2022,Q3_2223,Haringey,Fair treatment,0.55
1/1/2023,Q4_2223,Haringey,Fair treatment,0.52
4/1/2023,Q1_2324,Haringey,Fair treatment,0.53
7/1/2023,Q2_2324,Haringey,Fair treatment,0.52
10/1/2023,Q3_2324,Haringey,Fair treatment,0.53
1/1/2024,Q4_2324,Haringey,Fair treatment,0.52
4/1/2024,Q1_2425,Haringey,Fair treatment,0.51
7/1/2024,Q2_2425,Haringey,Fair treatment,0.54
10/1/2024,Q3_2425,Haringey,Fair treatment,0.57
1/1/2025,Q4_2425,Haringey,Fair treatment,0.59
4/1/2025,Q1_2526,Haringey,Fair treatment,0.62
7/1/2025,Q2_2526,Haringey,Fair treatment,0.6
10/1/2025,Q3_2526,Haringey,Fair treatment,0.55
1/1/2026,Q4_2526,Haringey,Fair treatment,0.55
10/1/2014,Q3_1415,Harrow,Good job,0.74
1/1/2015,Q4_1415,Harrow,Good job,0.75
4/1/2015,Q1_1516,Harrow,Good job,0.68
7/1/2015,Q2_1516,Harrow,Good job,0.61
10/1/2015,Q3_1516,Harrow,Good job,0.59
1/1/2016,Q4_1516,Harrow,Good job,0.57
4/1/2016,Q1_1617,Harrow,Good job,0.56
7/1/2016,Q2_1617,Harrow,Good job,0.63
10/1/2016,Q3_1617,Harrow,Good job,0.63
1/1/2017,Q4_1617,Harrow,Good job,0.63
4/1/2017,Q1_1718,Harrow,Good job,0.67
7/1/2017,Q2_1718,Harrow,Good job,0.61
10/1/2017,Q3_1718,Harrow,Good job,0.6
1/1/2018,Q4_1718,Harrow,Good job,0.62
4/1/2018,Q1_1819,Harrow,Good job,0.61
7/1/2018,Q2_1819,Harrow,Good job,0.62
10/1/2018,Q3_1819,Harrow,Good job,0.61
1/1/2019,Q4_1819,Harrow,Good job,0.6
4/1/2019,Q1_1920,Harrow,Good job,0.58
7/1/2019,Q2_1920,Harrow,Good job,0.55
10/1/2019,Q3_1920,Harrow,Good job,0.56
1/1/2020,Q4_1920,Harrow,Good job,0.57
4/1/2020,Q1_2021,Harrow,Good job,0.57
7/1/2020,Q2_2021,Harrow,Good job,0.58
10/1/2020,Q3_2021,Harrow,Good job,0.59
1/1/2021,Q4_2021,Harrow,Good job,0.53
4/1/2021,Q1_2122,Harrow,Good job,0.52
7/1/2021,Q2_2122,Harrow,Good job,0.51
10/1/2021,Q3_2122,Harrow,Good job,0.47
1/1/2022,Q4_2122,Harrow,Good job,0.48
4/1/2022,Q1_2223,Harrow,Good job,0.49
7/1/2022,Q2_2223,Harrow,Good job,0.53
10/1/2022,Q3_2223,Harrow,Good job,0.59
1/1/2023,Q4_2223,Harrow,Good job,0.63
4/1/2023,Q1_2324,Harrow,Good job,0.63
7/1/2023,Q2_2324,Harrow,Good job,0.62
10/1/2023,Q3_2324,Harrow,Good job,0.61
1/1/2024,Q4_2324,Harrow,Good job,0.56
4/1/2024,Q1_2425,Harrow,Good job,0.55
7/1/2024,Q2_2425,Harrow,Good job,0.52
10/1/2024,Q3_2425,Harrow,Good job,0.49
1/1/2025,Q4_2425,Harrow,Good job,0.49
4/1/2025,Q1_2526,Harrow,Good job,0.48
7/1/2025,Q2_2526,Harrow,Good job,0.48
10/1/2025,Q3_2526,Harrow,Good job,0.51
1/1/2026,Q4_2526,Harrow,Good job,0.49
1/1/2016,Q4_1516,Harrow,Trust MPS,0.86
4/1/2016,Q1_1617,Harrow,Trust MPS,0.85
7/1/2016,Q2_1617,Harrow,Trust MPS,0.85
10/1/2016,Q3_1617,Harrow,Trust MPS,0.85
1/1/2017,Q4_1617,Harrow,Trust MPS,0.88
4/1/2017,Q1_1718,Harrow,Trust MPS,0.88
7/1/2017,Q2_1718,Harrow,Trust MPS,0.86
10/1/2017,Q3_1718,Harrow,Trust MPS,0.83
1/1/2018,Q4_1718,Harrow,Trust MPS,0.82
4/1/2018,Q1_1819,Harrow,Trust MPS,0.82
7/1/2018,Q2_1819,Harrow,Trust MPS,0.81
10/1/2018,Q3_1819,Harrow,Trust MPS,0.83
1/1/2019,Q4_1819,Harrow,Trust MPS,0.84
4/1/2019,Q1_1920,Harrow,Trust MPS,0.82
7/1/2019,Q2_1920,Harrow,Trust MPS,0.86
10/1/2019,Q3_1920,Harrow,Trust MPS,0.87
1/1/2020,Q4_1920,Harrow,Trust MPS,0.87
4/1/2020,Q1_2021,Harrow,Trust MPS,0.88
7/1/2020,Q2_2021,Harrow,Trust MPS,0.86
10/1/2020,Q3_2021,Harrow,Trust MPS,0.84
1/1/2021,Q4_2021,Harrow,Trust MPS,0.82
4/1/2021,Q1_2122,Harrow,Trust MPS,0.83
7/1/2021,Q2_2122,Harrow,Trust MPS,0.82
10/1/2021,Q3_2122,Harrow,Trust MPS,0.81
1/1/2022,Q4_2122,Harrow,Trust MPS,0.79
4/1/2022,Q1_2223,Harrow,Trust MPS,0.77
7/1/2022,Q2_2223,Harrow,Trust MPS,0.78
10/1/2022,Q3_2223,Harrow,Trust MPS,0.79
1/1/2023,Q4_2223,Harrow,Trust MPS,0.82
4/1/2023,Q1_2324,Harrow,Trust MPS,0.82
7/1/2023,Q2_2324,Harrow,Trust MPS,0.82
10/1/2023,Q3_2324,Harrow,Trust MPS,0.82
1/1/2024,Q4_2324,Harrow,Trust MPS,0.78
4/1/2024,Q1_2425,Harrow,Trust MPS,0.78
7/1/2024,Q2_2425,Harrow,Trust MPS,0.79
10/1/2024,Q3_2425,Harrow,Trust MPS,0.77
1/1/2025,Q4_2425,Harrow,Trust MPS,0.76
4/1/2025,Q1_2526,Harrow,Trust MPS,0.76
7/1/2025,Q2_2526,Harrow,Trust MPS,0.75
10/1/2025,Q3_2526,Harrow,Trust MPS,0.78
1/1/2026,Q4_2526,Harrow,Trust MPS,0.78
10/1/2014,Q3_1415,Harrow,Fair treatment,0.8
1/1/2015,Q4_1415,Harrow,Fair treatment,0.83
4/1/2015,Q1_1516,Harrow,Fair treatment,0.83
7/1/2015,Q2_1516,Harrow,Fair treatment,0.85
10/1/2015,Q3_1516,Harrow,Fair treatment,0.81
1/1/2016,Q4_1516,Harrow,Fair treatment,0.77
4/1/2016,Q1_1617,Harrow,Fair treatment,0.73
7/1/2016,Q2_1617,Harrow,Fair treatment,0.74
10/1/2016,Q3_1617,Harrow,Fair treatment,0.75
1/1/2017,Q4_1617,Harrow,Fair treatment,0.76
4/1/2017,Q1_1718,Harrow,Fair treatment,0.8
7/1/2017,Q2_1718,Harrow,Fair treatment,0.78
10/1/2017,Q3_1718,Harrow,Fair treatment,0.76
1/1/2018,Q4_1718,Harrow,Fair treatment,0.78
4/1/2018,Q1_1819,Harrow,Fair treatment,0.76
7/1/2018,Q2_1819,Harrow,Fair treatment,0.77
10/1/2018,Q3_1819,Harrow,Fair treatment,0.78
1/1/2019,Q4_1819,Harrow,Fair treatment,0.8
4/1/2019,Q1_1920,Harrow,Fair treatment,0.82
7/1/2019,Q2_1920,Harrow,Fair treatment,0.84
10/1/2019,Q3_1920,Harrow,Fair treatment,0.86
1/1/2020,Q4_1920,Harrow,Fair treatment,0.85
4/1/2020,Q1_2021,Harrow,Fair treatment,0.83
7/1/2020,Q2_2021,Harrow,Fair treatment,0.82
10/1/2020,Q3_2021,Harrow,Fair treatment,0.81
1/1/2021,Q4_2021,Harrow,Fair treatment,0.78
4/1/2021,Q1_2122,Harrow,Fair treatment,0.78
7/1/2021,Q2_2122,Harrow,Fair treatment,0.77
10/1/2021,Q3_2122,Harrow,Fair treatment,0.71
1/1/2022,Q4_2122,Harrow,Fair treatment,0.68
4/1/2022,Q1_2223,Harrow,Fair treatment,0.7
7/1/2022,Q2_2223,Harrow,Fair treatment,0.74
10/1/2022,Q3_2223,Harrow,Fair treatment,0.79
1/1/2023,Q4_2223,Harrow,Fair treatment,0.86
4/1/2023,Q1_2324,Harrow,Fair treatment,0.85
7/1/2023,Q2_2324,Harrow,Fair treatment,0.81
10/1/2023,Q3_2324,Harrow,Fair treatment,0.78
1/1/2024,Q4_2324,Harrow,Fair treatment,0.72
4/1/2024,Q1_2425,Harrow,Fair treatment,0.69
7/1/2024,Q2_2425,Harrow,Fair treatment,0.69
10/1/2024,Q3_2425,Harrow,Fair treatment,0.68
1/1/2025,Q4_2425,Harrow,Fair treatment,0.68
4/1/2025,Q1_2526,Harrow,Fair treatment,0.68
7/1/2025,Q2_2526,Harrow,Fair treatment,0.67
10/1/2025,Q3_2526,Harrow,Fair treatment,0.69
1/1/2026,Q4_2526,Harrow,Fair treatment,0.68
10/1/2014,Q3_1415,Havering,Good job,0.68
1/1/2015,Q4_1415,Havering,Good job,0.72
4/1/2015,Q1_1516,Havering,Good job,0.71
7/1/2015,Q2_1516,Havering,Good job,0.71
10/1/2015,Q3_1516,Havering,Good job,0.72
1/1/2016,Q4_1516,Havering,Good job,0.72
4/1/2016,Q1_1617,Havering,Good job,0.72
7/1/2016,Q2_1617,Havering,Good job,0.73
10/1/2016,Q3_1617,Havering,Good job,0.7
1/1/2017,Q4_1617,Havering,Good job,0.73
4/1/2017,Q1_1718,Havering,Good job,0.73
7/1/2017,Q2_1718,Havering,Good job,0.7
10/1/2017,Q3_1718,Havering,Good job,0.7
1/1/2018,Q4_1718,Havering,Good job,0.7
4/1/2018,Q1_1819,Havering,Good job,0.66
7/1/2018,Q2_1819,Havering,Good job,0.64
10/1/2018,Q3_1819,Havering,Good job,0.61
1/1/2019,Q4_1819,Havering,Good job,0.58
4/1/2019,Q1_1920,Havering,Good job,0.59
7/1/2019,Q2_1920,Havering,Good job,0.6
10/1/2019,Q3_1920,Havering,Good job,0.62
1/1/2020,Q4_1920,Havering,Good job,0.62
4/1/2020,Q1_2021,Havering,Good job,0.63
7/1/2020,Q2_2021,Havering,Good job,0.66
10/1/2020,Q3_2021,Havering,Good job,0.64
1/1/2021,Q4_2021,Havering,Good job,0.63
4/1/2021,Q1_2122,Havering,Good job,0.57
7/1/2021,Q2_2122,Havering,Good job,0.57
10/1/2021,Q3_2122,Havering,Good job,0.53
1/1/2022,Q4_2122,Havering,Good job,0.5
4/1/2022,Q1_2223,Havering,Good job,0.53
7/1/2022,Q2_2223,Havering,Good job,0.51
10/1/2022,Q3_2223,Havering,Good job,0.54
1/1/2023,Q4_2223,Havering,Good job,0.54
4/1/2023,Q1_2324,Havering,Good job,0.51
7/1/2023,Q2_2324,Havering,Good job,0.53
10/1/2023,Q3_2324,Havering,Good job,0.48
1/1/2024,Q4_2324,Havering,Good job,0.48
4/1/2024,Q1_2425,Havering,Good job,0.46
7/1/2024,Q2_2425,Havering,Good job,0.42
10/1/2024,Q3_2425,Havering,Good job,0.44
1/1/2025,Q4_2425,Havering,Good job,0.44
4/1/2025,Q1_2526,Havering,Good job,0.45
7/1/2025,Q2_2526,Havering,Good job,0.49
10/1/2025,Q3_2526,Havering,Good job,0.51
1/1/2026,Q4_2526,Havering,Good job,0.52
1/1/2016,Q4_1516,Havering,Trust MPS,0.92
4/1/2016,Q1_1617,Havering,Trust MPS,0.91
7/1/2016,Q2_1617,Havering,Trust MPS,0.91
10/1/2016,Q3_1617,Havering,Trust MPS,0.89
1/1/2017,Q4_1617,Havering,Trust MPS,0.91
4/1/2017,Q1_1718,Havering,Trust MPS,0.91
7/1/2017,Q2_1718,Havering,Trust MPS,0.89
10/1/2017,Q3_1718,Havering,Trust MPS,0.89
1/1/2018,Q4_1718,Havering,Trust MPS,0.89
4/1/2018,Q1_1819,Havering,Trust MPS,0.87
7/1/2018,Q2_1819,Havering,Trust MPS,0.86
10/1/2018,Q3_1819,Havering,Trust MPS,0.83
1/1/2019,Q4_1819,Havering,Trust MPS,0.82
4/1/2019,Q1_1920,Havering,Trust MPS,0.82
7/1/2019,Q2_1920,Havering,Trust MPS,0.83
10/1/2019,Q3_1920,Havering,Trust MPS,0.85
1/1/2020,Q4_1920,Havering,Trust MPS,0.85
4/1/2020,Q1_2021,Havering,Trust MPS,0.85
7/1/2020,Q2_2021,Havering,Trust MPS,0.84
10/1/2020,Q3_2021,Havering,Trust MPS,0.85
1/1/2021,Q4_2021,Havering,Trust MPS,0.84
4/1/2021,Q1_2122,Havering,Trust MPS,0.82
7/1/2021,Q2_2122,Havering,Trust MPS,0.82
10/1/2021,Q3_2122,Havering,Trust MPS,0.8
1/1/2022,Q4_2122,Havering,Trust MPS,0.77
4/1/2022,Q1_2223,Havering,Trust MPS,0.79
7/1/2022,Q2_2223,Havering,Trust MPS,0.78
10/1/2022,Q3_2223,Havering,Trust MPS,0.76
1/1/2023,Q4_2223,Havering,Trust MPS,0.77
4/1/2023,Q1_2324,Havering,Trust MPS,0.75
7/1/2023,Q2_2324,Havering,Trust MPS,0.74
10/1/2023,Q3_2324,Havering,Trust MPS,0.73
1/1/2024,Q4_2324,Havering,Trust MPS,0.74
4/1/2024,Q1_2425,Havering,Trust MPS,0.74
7/1/2024,Q2_2425,Havering,Trust MPS,0.77
10/1/2024,Q3_2425,Havering,Trust MPS,0.79
1/1/2025,Q4_2425,Havering,Trust MPS,0.8
4/1/2025,Q1_2526,Havering,Trust MPS,0.8
7/1/2025,Q2_2526,Havering,Trust MPS,0.79
10/1/2025,Q3_2526,Havering,Trust MPS,0.77
1/1/2026,Q4_2526,Havering,Trust MPS,0.76
10/1/2014,Q3_1415,Havering,Fair treatment,0.79
1/1/2015,Q4_1415,Havering,Fair treatment,0.78
4/1/2015,Q1_1516,Havering,Fair treatment,0.77
7/1/2015,Q2_1516,Havering,Fair treatment,0.78
10/1/2015,Q3_1516,Havering,Fair treatment,0.82
1/1/2016,Q4_1516,Havering,Fair treatment,0.81
4/1/2016,Q1_1617,Havering,Fair treatment,0.82
7/1/2016,Q2_1617,Havering,Fair treatment,0.84
10/1/2016,Q3_1617,Havering,Fair treatment,0.82
1/1/2017,Q4_1617,Havering,Fair treatment,0.87
4/1/2017,Q1_1718,Havering,Fair treatment,0.87
7/1/2017,Q2_1718,Havering,Fair treatment,0.87
10/1/2017,Q3_1718,Havering,Fair treatment,0.86
1/1/2018,Q4_1718,Havering,Fair treatment,0.84
4/1/2018,Q1_1819,Havering,Fair treatment,0.86
7/1/2018,Q2_1819,Havering,Fair treatment,0.83
10/1/2018,Q3_1819,Havering,Fair treatment,0.83
1/1/2019,Q4_1819,Havering,Fair treatment,0.84
4/1/2019,Q1_1920,Havering,Fair treatment,0.84
7/1/2019,Q2_1920,Havering,Fair treatment,0.84
10/1/2019,Q3_1920,Havering,Fair treatment,0.85
1/1/2020,Q4_1920,Havering,Fair treatment,0.85
4/1/2020,Q1_2021,Havering,Fair treatment,0.83
7/1/2020,Q2_2021,Havering,Fair treatment,0.83
10/1/2020,Q3_2021,Havering,Fair treatment,0.83
1/1/2021,Q4_2021,Havering,Fair treatment,0.81
4/1/2021,Q1_2122,Havering,Fair treatment,0.78
7/1/2021,Q2_2122,Havering,Fair treatment,0.78
10/1/2021,Q3_2122,Havering,Fair treatment,0.73
1/1/2022,Q4_2122,Havering,Fair treatment,0.69
4/1/2022,Q1_2223,Havering,Fair treatment,0.69
7/1/2022,Q2_2223,Havering,Fair treatment,0.7
10/1/2022,Q3_2223,Havering,Fair treatment,0.71
1/1/2023,Q4_2223,Havering,Fair treatment,0.72
4/1/2023,Q1_2324,Havering,Fair treatment,0.71
7/1/2023,Q2_2324,Havering,Fair treatment,0.72
10/1/2023,Q3_2324,Havering,Fair treatment,0.71
1/1/2024,Q4_2324,Havering,Fair treatment,0.72
4/1/2024,Q1_2425,Havering,Fair treatment,0.72
7/1/2024,Q2_2425,Havering,Fair treatment,0.71
10/1/2024,Q3_2425,Havering,Fair treatment,0.72
1/1/2025,Q4_2425,Havering,Fair treatment,0.75
4/1/2025,Q1_2526,Havering,Fair treatment,0.76
7/1/2025,Q2_2526,Havering,Fair treatment,0.77
10/1/2025,Q3_2526,Havering,Fair treatment,0.76
1/1/2026,Q4_2526,Havering,Fair treatment,0.74
10/1/2014,Q3_1415,Hillingdon,Good job,0.67
1/1/2015,Q4_1415,Hillingdon,Good job,0.68
4/1/2015,Q1_1516,Hillingdon,Good job,0.64
7/1/2015,Q2_1516,Hillingdon,Good job,0.63
10/1/2015,Q3_1516,Hillingdon,Good job,0.63
1/1/2016,Q4_1516,Hillingdon,Good job,0.6
4/1/2016,Q1_1617,Hillingdon,Good job,0.58
7/1/2016,Q2_1617,Hillingdon,Good job,0.56
10/1/2016,Q3_1617,Hillingdon,Good job,0.57
1/1/2017,Q4_1617,Hillingdon,Good job,0.59
4/1/2017,Q1_1718,Hillingdon,Good job,0.65
7/1/2017,Q2_1718,Hillingdon,Good job,0.7
10/1/2017,Q3_1718,Hillingdon,Good job,0.68
1/1/2018,Q4_1718,Hillingdon,Good job,0.64
4/1/2018,Q1_1819,Hillingdon,Good job,0.63
7/1/2018,Q2_1819,Hillingdon,Good job,0.6
10/1/2018,Q3_1819,Hillingdon,Good job,0.57
1/1/2019,Q4_1819,Hillingdon,Good job,0.59
4/1/2019,Q1_1920,Hillingdon,Good job,0.54
7/1/2019,Q2_1920,Hillingdon,Good job,0.55
10/1/2019,Q3_1920,Hillingdon,Good job,0.57
1/1/2020,Q4_1920,Hillingdon,Good job,0.54
4/1/2020,Q1_2021,Hillingdon,Good job,0.57
7/1/2020,Q2_2021,Hillingdon,Good job,0.55
10/1/2020,Q3_2021,Hillingdon,Good job,0.58
1/1/2021,Q4_2021,Hillingdon,Good job,0.61
4/1/2021,Q1_2122,Hillingdon,Good job,0.6
7/1/2021,Q2_2122,Hillingdon,Good job,0.58
10/1/2021,Q3_2122,Hillingdon,Good job,0.57
1/1/2022,Q4_2122,Hillingdon,Good job,0.52
4/1/2022,Q1_2223,Hillingdon,Good job,0.51
7/1/2022,Q2_2223,Hillingdon,Good job,0.58
10/1/2022,Q3_2223,Hillingdon,Good job,0.59
1/1/2023,Q4_2223,Hillingdon,Good job,0.63
4/1/2023,Q1_2324,Hillingdon,Good job,0.61
7/1/2023,Q2_2324,Hillingdon,Good job,0.58
10/1/2023,Q3_2324,Hillingdon,Good job,0.57
1/1/2024,Q4_2324,Hillingdon,Good job,0.53
4/1/2024,Q1_2425,Hillingdon,Good job,0.54
7/1/2024,Q2_2425,Hillingdon,Good job,0.56
10/1/2024,Q3_2425,Hillingdon,Good job,0.56
1/1/2025,Q4_2425,Hillingdon,Good job,0.55
4/1/2025,Q1_2526,Hillingdon,Good job,0.52
7/1/2025,Q2_2526,Hillingdon,Good job,0.45
10/1/2025,Q3_2526,Hillingdon,Good job,0.39
1/1/2026,Q4_2526,Hillingdon,Good job,0.35
